Strain,Subspecies,Host_cn,Host_sn,Growth_form,Crop,Location0,Location1,Location2,Location3,Latitude,Longitude,Rate,logRate,RR,logRR,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
CFBP8356,subsp.sandyi,Coffee,Coffea arabica,tree,1,MesoAmerica,Costa Rica,Costa Rica,Costa Rica,9.748917,-83.753428,0,0,0,0,18.29935455,9.634041786,81.27249146,59.93725586,24.30050087,12.44649982,11.85400105,18.33774948,18.57229233,18.96949959,17.51970863,3358,393,123,33.23675156,1126,433,609,821
CFBP8356,subsp.sandyi,Coffee,Coffea arabica,tree,1,MesoAmerica,Costa Rica,Costa Rica,Costa Rica,9.748917,-83.753428,0,0,0,0,18.29935455,9.634041786,81.27249146,59.93725586,24.30050087,12.44649982,11.85400105,18.33774948,18.57229233,18.96949959,17.51970863,3358,393,123,33.23675156,1126,433,609,821
CFBP8478,subsp.sandyi,Coffee,Coffea arabica,tree,1,MesoAmerica,Costa Rica,Costa Rica,Costa Rica,9.748917,-83.753428,0,0,0,0,18.29935455,9.634041786,81.27249146,59.93725586,24.30050087,12.44649982,11.85400105,18.33774948,18.57229233,18.96949959,17.51970863,3358,393,123,33.23675156,1126,433,609,821
CO33,subsp.sanyi/morus,Coffee,Coffea arabica,tree,1,MesoAmerica,Costa Rica,Costa Rica,Costa Rica,9.748917,-83.753428,0,0,0,0,18.29935455,9.634041786,81.27249146,59.93725586,24.30050087,12.44649982,11.85400105,18.33774948,18.57229233,18.96949959,17.51970863,3358,393,123,33.23675156,1126,433,609,821
CFBP8072,subsp.pauca,Coffee,Coffea arabica,tree,1,SouthAmerica,Ecuador,Ecuador,Ecuador,-1.831239,-78.183406,0,0,0,0,14.69230175,9.319645882,83.93053436,38.31343079,20.51524925,9.411250114,11.10399914,14.43025017,14.79691696,15.01087475,14.13329124,1640,222,81,32.31697464,587,259,311,580
CFBP8072,subsp.pauca,Coffee,Coffea arabica,tree,1,SouthAmerica,Ecuador,Ecuador,Ecuador,-1.831239,-78.183406,0,0,0,0,14.69230175,9.319645882,83.93053436,38.31343079,20.51524925,9.411250114,11.10399914,14.43025017,14.79691696,15.01087475,14.13329124,1640,222,81,32.31697464,587,259,311,580
CFBP8074,subsp.pauca,Coffee,Coffea arabica,tree,1,SouthAmerica,Ecuador,Ecuador,Ecuador,-1.831239,-78.183406,0,0,0,0,14.69230175,9.319645882,83.93053436,38.31343079,20.51524925,9.411250114,11.10399914,14.43025017,14.79691696,15.01087475,14.13329124,1640,222,81,32.31697464,587,259,311,580
CFBP8417,subsp.multiplex,Spanish broom,Spartium junceum,tree,0,Europe,France,"France, Corsica, Corse-du-Sud, Alata",France,41.975932,8.742111,0,0,0,0,14.70977592,9.089332581,38.51983643,537.406189,27.77859879,4.18210125,23.59649658,12.60201073,21.42658806,21.61121941,8.733009338,665,99,10,49.14759445,268,55,84,202
CFBP8418,subsp.multiplex,Spanish broom,Spartium junceum,tree,0,Europe,France,"France, Corsica, Corse-du-Sud, Alata",France,41.975932,8.742111,0,0,0,0,14.70977592,9.089332581,38.51983643,537.406189,27.77859879,4.18210125,23.59649658,12.60201073,21.42658806,21.61121941,8.733009338,665,99,10,49.14759445,268,55,84,202
CFBP8416,subsp.multiplex,Myrtle-leaf milkwort,Polygala myrtifolia,tree,0,Europe,France,"France, Corsica, Corse-du-Sud, Propriano",France,41.6739,8.9018,0,0,0,0,14.31095695,8.065382957,35.22957611,550.1049194,27.0870266,4.193243027,22.89378357,12.17815304,21.20193672,21.35414314,8.160810471,658,96,11,48.57682037,265,55,81,209
B3_SN17-2_IS,subsp.fastidiosa,Almonds,Prunus dulcis,tree,1,Europe,Israel,Israel,Israel,33.1944444,35.62963889,0.002548387,-2.593734603,254838.7097,5.406265397,18.44775963,10.51597977,40.0769043,618.824585,31.99650002,5.756999969,26.23950005,10.72420883,25.48208237,25.62587547,10.72420883,716,181,0,107.1378632,458,0,2,458
B3_SN17-2_IS,subsp.fastidiosa,Almonds,Prunus dulcis,tree,1,Europe,Israel,Israel,Israel,33.1944444,35.62963889,0.004607143,-2.336568321,460714.2857,5.663431679,18.44775963,10.51597977,40.0769043,618.824585,31.99650002,5.756999969,26.23950005,10.72420883,25.48208237,25.62587547,10.72420883,716,181,0,107.1378632,458,0,2,458
De_Donno,subsp.pauca,Olive,Olea europaea,tree,1,Europe,Italy,"Italy, Apulia, Lecce, Galipolli - Li Sauli",Italy,40.0107783,18.0507763,0,0,0,0,16.72888374,7.418532848,31.73244286,602.3766479,29.77682304,6.3984375,23.37838554,14.22994804,22.01198006,24.41549492,10.00421047,549,83,12,53.51967239,230,48,50,186
De_Donno,subsp.pauca,Olive,Olea europaea,tree,1,Europe,Italy,"Italy, Apulia, Lecce, Galipolli - Li Sauli",Italy,40.0107783,18.0507763,0,0,0,0,16.72888374,7.418532848,31.73244286,602.3766479,29.77682304,6.3984375,23.37838554,14.22994804,22.01198006,24.41549492,10.00421047,549,83,12,53.51967239,230,48,50,186
Salento-1,subsp.pauca,Olive,Olea europaea,tree,1,Europe,Italy,"Italy, Apulia, Lecce, Taviano",Italy,39.98224,18.08151,0,0,0,0,16.89552116,7.11269474,30.88209534,600.2520142,29.71027946,6.678504467,23.03177452,14.45646381,22.11869049,24.53621483,10.20085716,546,84,11,56.37452316,237,44,47,188
CFBP8073,subsp.fastidiosa,Coffee,Coffea robusta,tree,1,MesoAmerica,Mexico,Mexico,Mexico,23.634501,-102.552784,0,0,0,0,16.65398979,18.96981239,63.77800751,357.6649475,30.97425079,1.230749965,29.74350166,19.38016701,15.46641636,20.64104271,11.96554184,362,76,5,86.43994904,207,19,132,31
CFBP8073,subsp.fastidiosa,Coffee,Coffea robusta,tree,1,MesoAmerica,Mexico,Mexico,Mexico,23.634501,-102.552784,0,0,0,0,16.65398979,18.96981239,63.77800751,357.6649475,30.97425079,1.230749965,29.74350166,19.38016701,15.46641636,20.64104271,11.96554184,362,76,5,86.43994904,207,19,132,31
IAS-AXF212H7,subsp.multiplex,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Alicante, Benimantell",Spain-Alicante,38.67457,-0.2099,0,0,0,0,13.45611477,12.78135395,39.68994904,688.6530762,31.79974937,-0.403250009,32.20299911,15.35854149,22.40595818,22.40595818,5.616499901,390,49,12,37.03286743,131,58,58,83
IAS-AXF64H11,subsp.multiplex,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Alicante, Benimantell",Spain-Alicante,38.67457,-0.2099,0,0,0,0,13.45611477,12.78135395,39.68994904,688.6530762,31.79974937,-0.403250009,32.20299911,15.35854149,22.40595818,22.40595818,5.616499901,390,49,12,37.03286743,131,58,58,83
IVIA5901,subsp.multiplex,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Alicante, Benimantell",Spain-Alicante,38.67457,-0.2099,0,0,0,0,13.45611477,12.78135395,39.68994904,688.6530762,31.79974937,-0.403250009,32.20299911,15.35854149,22.40595818,22.40595818,5.616499901,390,49,12,37.03286743,131,58,58,83
IVIA5901,subsp.multiplex,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Alicante, Benimantell",Spain-Alicante,38.67457,-0.2099,0,0,0,0,13.45611477,12.78135395,39.68994904,688.6530762,31.79974937,-0.403250009,32.20299911,15.35854149,22.40595818,22.40595818,5.616499901,390,49,12,37.03286743,131,58,58,83
IVIA5901,subsp.multiplex,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Alicante, Benimantell",Spain-Alicante,38.67457,-0.2099,0,0,0,0,13.45611477,12.78135395,39.68994904,688.6530762,31.79974937,-0.403250009,32.20299911,15.35854149,22.40595818,22.40595818,5.616499901,390,49,12,37.03286743,131,58,58,83
ESVL,subsp.multiplex,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Alicante, Bolulla",Spain-Alicante,38.6762,-0.1118,0,0,0,0,15.13240623,12.13414574,40.77779388,635.4622192,31.57575035,1.819000006,29.75675011,15.89900017,23.32241631,23.32241631,7.855000019,365,50,10,38.51945114,125,49,49,79
ESVL,subsp.multiplex,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Alicante, Bolulla",Spain-Alicante,38.6762,-0.1118,0,0,0,0,15.13240623,12.13414574,40.77779388,635.4622192,31.57575035,1.819000006,29.75675011,15.89900017,23.32241631,23.32241631,7.855000019,365,50,10,38.51945114,125,49,49,79
ESVL,subsp.multiplex,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Alicante, Bolulla",Spain-Alicante,38.6762,-0.1118,0,0,0,0,15.13240623,12.13414574,40.77779388,635.4622192,31.57575035,1.819000006,29.75675011,15.89900017,23.32241631,23.32241631,7.855000019,365,50,10,38.51945114,125,49,49,79
IVIA6902,subsp.multiplex,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Alicante, Castell de Castells",Spain-Alicante,38.7255294,-0.194579,0,0,0,0,13.45611477,12.78135395,39.68994904,688.6530762,31.79974937,-0.403250009,32.20299911,15.35854149,22.40595818,22.40595818,5.616499901,390,49,12,37.03286743,131,58,58,83
XYL1961,subsp.pauca,Olive,Olea europaea,tree,1,Europe,Spain,"Spain, Ibiza",Spain-Ibiza,39.0200099,1.4821482,0,0,0,0,16.88380814,9.556972504,39.32509613,545.8504028,30.36831665,6.065841675,24.30247498,14.61419106,23.77689743,24.03704643,10.86122131,451,69,6,48.39292526,180,40,75,137
XYL1961,subsp.pauca,Olive,Olea europaea,tree,1,Europe,Spain,"Spain, Ibiza",Spain-Ibiza,39.0200099,1.4821482,0,0,0,0,16.88380814,9.556972504,39.32509613,545.8504028,30.36831665,6.065841675,24.30247498,14.61419106,23.77689743,24.03704643,10.86122131,451,69,6,48.39292526,180,40,75,137
IVIA5235,subsp.fastidiosa,Sweet Cherry,Prunus avium,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0,0,0,0,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
IVIA5235,subsp.fastidiosa,Sweet Cherry,Prunus avium,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0,0,0,0,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
IVIA5770,subsp.fastidiosa,Grapes,Vitis vinifera,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.0000000428,-7.368286885,4.282655246,0.631713115,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
IVIA5770,subsp.fastidiosa,Grapes,Vitis vinifera,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.000000093,-7.031408464,9.302325581,0.968591536,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
IVIA5770,subsp.fastidiosa,Grapes,Vitis vinifera,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.00000117,-5.930919081,117.2413793,2.069080919,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
R2XF4358_18,subsp.fastidiosa,Italian buckthorn,Rhamnus alaternus,tree,0,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.000000955,-6.019808393,95.54140127,1.980191607,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
R2XF4358_18,subsp.fastidiosa,Italian buckthorn,Rhamnus alaternus,tree,0,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.0000203,-4.691670766,2033.898305,3.308329234,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
R2XF4358_18,subsp.fastidiosa,Italian buckthorn,Rhamnus alaternus,tree,0,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.000254545,-3.594234654,25454.54545,4.405765346,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
XF3967_18,subsp.fastidiosa,Grapes,Vitis vinifera,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.00000000357,-8.447158031,0.357142857,-0.447158031,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
XF3967_18,subsp.fastidiosa,Grapes,Vitis vinifera,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.00000939,-5.027152246,939.3939394,2.972847754,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
XYL1981_17,subsp.multiplex,Fig,Ficus carica,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0,0,0,0,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
XYL1981_17,subsp.multiplex,Fig,Ficus carica,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0,0,0,0,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
XYL2014_18,subsp.fastidiosa,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.0000431,-4.365629242,4308.943089,3.634370758,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
XYL2014_18,subsp.fastidiosa,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.000172399,-3.763464878,17239.91507,4.236535122,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
XYL2017_18,subsp.fastidiosa,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.0000275,-4.561010758,2747.826087,3.438989242,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
XYL2017_18,subsp.fastidiosa,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.000234722,-3.629445792,23472.22222,4.370554208,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
XYL2055_17,subsp.fastidiosa,Grapes,Vitis vinifera,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.00000758,-5.120162473,758.2938389,2.879837527,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
XYL2093_18,subsp.fastidiosa,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.0000056,-5.252181428,559.5238095,2.747818572,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
XYL2153_18,subsp.fastidiosa,Grapes,Vitis vinifera,tree,1,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.00000608,-5.215835766,608.365019,2.784164234,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
XYL461,subsp.fastidiosa,Italian buckthorn,Rhamnus alaternus,tree,0,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.00000082,-6.086359831,81.96721311,1.913640169,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
XYL461,subsp.fastidiosa,Italian buckthorn,Rhamnus alaternus,tree,0,Europe,Spain,"Spain, Mallorca",Spain-Mallorca,39.6952629,3.0175712,0.00000667,-5.176091259,666.6666667,2.823908741,16.45094299,10.10382175,40.80439377,540.0374146,30.12734795,5.365746021,24.7616024,14.42108631,23.22348022,23.55432892,10.6423111,670,98,13,45.8205452,257,62,108,199
XF3348,subsp.multiplex,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Mallorca, Binissalem",Spain-Mallorca,39.68744,2.84396,0,0,0,0,15.44580173,9.824354172,39.70358276,549.9624023,29.21825027,4.473999977,24.74425125,13.30891705,22.40295792,22.67191696,9.536999702,651,95,12,44.73671341,249,62,105,191
XF3348,subsp.multiplex,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Mallorca, Binissalem",Spain-Mallorca,39.68744,2.84396,0,0,0,0,15.44580173,9.824354172,39.70358276,549.9624023,29.21825027,4.473999977,24.74425125,13.30891705,22.40295792,22.67191696,9.536999702,651,95,12,44.73671341,249,62,105,191
XF3348,subsp.multiplex,Almonds,Prunus dulcis,tree,1,Europe,Spain,"Spain, Mallorca, Binissalem",Spain-Mallorca,39.68744,2.84396,0,0,0,0,15.44580173,9.824354172,39.70358276,549.9624023,29.21825027,4.473999977,24.74425125,13.30891705,22.40295792,22.67191696,9.536999702,651,95,12,44.73671341,249,62,105,191
XYL468,subsp.multiplex,Olive,Olea europaea,tree,1,Europe,Spain,"Spain, Mallorca, Manacor",Spain-Mallorca,39.5697,3.2095,0,0,0,0,16.27268791,10.01408768,40.22507095,546.9284058,30.12532043,5.230178833,24.8951416,14.23060513,23.14087868,23.44957352,10.3789854,665,97,10,48.00096893,261,55,100,205
XYL466_19,subsp.multiplex,Olive,Olea europaea,tree,1,Europe,Spain,"Spain, Mallorca, Sant Llorenç",Spain-Mallorca,39.6113,3.2854,0,0,0,0,16.27268791,10.01408768,40.22507095,546.9284058,30.12532043,5.230178833,24.8951416,14.23060513,23.14087868,23.44957352,10.3789854,665,97,10,48.00096893,261,55,100,205
XYL1968_18,subsp.multiplex,Olive,Olea europaea,tree,1,Europe,Spain,"Spain, Menorca",Spain-Menorca,39.9496287,4.1104449,0,0,0,0,16.43450165,7.468560696,34.5052681,529.4011841,28.47840881,6.833712101,21.64469719,14.63446999,23.0182457,23.41382599,10.74684334,586,86,4,49.95027542,233,44,83,167
